# visual 1f0eac35-e2f2-4bfd-a007-0bca19a26d71
7af83599-4f54-408d-aba3-fd6a89eb3e22
0.02864363942712721

# visual 6bd1c7df-55e2-494a-af80-b06362e1ea03
group_0,group_1,5f54acb7-c4ea-4bf3-88d8-a35beb209cc8,7af83599-4f54-408d-aba3-fd6a89eb3e22,d95a155c-cb5c-4d7a-bc4c-06d5b98fd2a1
2025-08-01 00:00:00.000,Effort & Efficiency,127,0.08661417322834646,11
2025-08-01 00:00:00.000,Engagement & Motivation,198,0.025252525252525252,5
2025-08-01 00:00:00.000,Fleet,89,0.07865168539325842,7
2025-08-01 00:00:00.000,Hands-on Support,171,0.05847953216374269,10
2025-08-01 00:00:00.000,Navigation & Route Design,100,0.07,7
2025-08-01 00:00:00.000,New Driver,31,0.12903225806451613,4
2025-08-01 00:00:00.000,SDS,183,0.01639344262295082,3
2025-08-01 00:00:00.000,Safety,262,0.03816793893129771,10
2025-07-01 00:00:00.000,Amazon Communications,174,0.011494252873563218,2
2025-07-01 00:00:00.000,Amazon Delivery App,14,0.07142857142857142,1
2025-07-01 00:00:00.000,Delivery Execution,103,0.019417475728155335,2
2025-07-01 00:00:00.000,Delivery Station,254,0.03543307086614173,9
2025-07-01 00:00:00.000,Effort & Efficiency,170,0.06470588235294118,11
2025-07-01 00:00:00.000,Engagement & Motivation,280,0.05714285714285714,16
2025-07-01 00:00:00.000,Fleet,101,0.06930693069306931,7
2025-07-01 00:00:00.000,Hands-on Support,101,0.0297029702970297,3
2025-07-01 00:00:00.000,Navigation & Route Design,190,0.06315789473684211,12
2025-07-01 00:00:00.000,New Driver,17,0,0
2025-07-01 00:00:00.000,SDS,177,0.03389830508474576,6
2025-07-01 00:00:00.000,Safety,388,0.03350515463917526,13

# visual a98bf931-04b3-4c44-8a8a-38e8450f0b9e
5f54acb7-c4ea-4bf3-88d8-a35beb209cc8
1187

# visual 1dd56687-fb93-4cbb-b589-8c690b9793f1
group_0,5f54acb7-c4ea-4bf3-88d8-a35beb209cc8,7af83599-4f54-408d-aba3-fd6a89eb3e22,d95a155c-cb5c-4d7a-bc4c-06d5b98fd2a1
Delivery Station,362,0.052486187845303865,19
Safety,569,0.0210896309314587,12
Hands-on Support,74,0.013513513513513514,1
New Driver,82,0.012195121951219513,1
Engagement & Motivation,100,0.01,1

# visual d892be77-87a2-4bce-ae5e-32cbe8c363c0
group_0,group_1,045561bd-e73a-42cb-ac66-b58e1ef36ec2
2026-07-01 00:00:00.000,Delivery Station,0.6921606118546845
2026-07-01 00:00:00.000,Engagement & Motivation,0.7246376811594203
2026-07-01 00:00:00.000,Hands-on Support,0.74
2026-07-01 00:00:00.000,New Driver,0.7256637168141593
2026-07-01 00:00:00.000,Safety,0.6973039215686274
2026-06-01 00:00:00.000,Amazon Delivery App,0.6745283018867925
2026-06-01 00:00:00.000,Communication,0.6831683168316832
2026-06-01 00:00:00.000,Delivery Station,0.7138331573389651
2026-06-01 00:00:00.000,Effort & Efficiency,0.6753246753246753
2026-06-01 00:00:00.000,Engagement & Motivation,0.7169811320754716
2026-06-01 00:00:00.000,Fleet,0.6984924623115578
2026-06-01 00:00:00.000,Hands-on Support,0.7053571428571429
2026-06-01 00:00:00.000,Navigation & Route Design,0.7102803738317757
2026-06-01 00:00:00.000,New Driver,0.6764705882352942
2026-06-01 00:00:00.000,SDS,0.6561264822134387
2026-06-01 00:00:00.000,Safety,0.7045226130653266
2026-05-01 00:00:00.000,Amazon Delivery App,0.6830985915492958
2026-05-01 00:00:00.000,Communication,0.6697247706422018
2026-05-01 00:00:00.000,Delivery Station,0.6666666666666666
2026-05-01 00:00:00.000,Effort & Efficiency,0.6986301369863014
2026-05-01 00:00:00.000,Engagement & Motivation,0.7181818181818181
2026-05-01 00:00:00.000,Fleet,0.7096774193548387
2026-05-01 00:00:00.000,Hands-on Support,0.696078431372549
2026-05-01 00:00:00.000,Navigation & Route Design,0.6510067114093959
2026-05-01 00:00:00.000,New Driver,0.4098360655737705
2026-05-01 00:00:00.000,SDS,0.6
2026-05-01 00:00:00.000,Safety,0.6883408071748879
2026-04-01 00:00:00.000,Amazon Delivery App,0.717948717948718
2026-04-01 00:00:00.000,Communication,0.7105263157894737
2026-04-01 00:00:00.000,Delivery Station,0.6815286624203821
2026-04-01 00:00:00.000,Effort & Efficiency,0.7063492063492064
2026-04-01 00:00:00.000,Engagement & Motivation,0.7235494880546075
2026-04-01 00:00:00.000,Fleet,0.7666666666666667
2026-04-01 00:00:00.000,Hands-on Support,0.7062937062937062
2026-04-01 00:00:00.000,Navigation & Route Design,0.7058823529411765
2026-04-01 00:00:00.000,New Driver,0.6101694915254238
2026-04-01 00:00:00.000,SDS,0.6700507614213198
2026-04-01 00:00:00.000,Safety,0.6895761741122566
2026-03-01 00:00:00.000,Amazon Delivery App,0.635593220338983
2026-03-01 00:00:00.000,Communication,0.6487603305785123
2026-03-01 00:00:00.000,Delivery Station,0.6766004415011038
2026-03-01 00:00:00.000,Effort & Efficiency,0.6147540983606558
2026-03-01 00:00:00.000,Engagement & Motivation,0.6235294117647059
2026-03-01 00:00:00.000,Fleet,0.7441860465116279
2026-03-01 00:00:00.000,Hands-on Support,0.6209386281588448
2026-03-01 00:00:00.000,Navigation & Route Design,0.67
2026-03-01 00:00:00.000,New Driver,1
2026-03-01 00:00:00.000,SDS,0.7157360406091371
2026-03-01 00:00:00.000,Safety,0.6437282229965157
2026-02-01 00:00:00.000,Amazon Delivery App,0.5641025641025641
2026-02-01 00:00:00.000,Communication,0.6502057613168725
2026-02-01 00:00:00.000,Delivery Station,0.6329305135951662
2026-02-01 00:00:00.000,Effort & Efficiency,0.711340206185567
2026-02-01 00:00:00.000,Engagement & Motivation,0.6830188679245283
2026-02-01 00:00:00.000,Fleet,0.6666666666666666
2026-02-01 00:00:00.000,Hands-on Support,0.6716417910447762
2026-02-01 00:00:00.000,New Driver,1
2026-02-01 00:00:00.000,SDS,0.6705882352941176
2026-02-01 00:00:00.000,Safety,0.6528447444551592
2026-01-01 00:00:00.000,Amazon Delivery App,0.75
2026-01-01 00:00:00.000,Communication,0.6809338521400778
2026-01-01 00:00:00.000,Delivery Station,0.6476190476190476
2026-01-01 00:00:00.000,Effort & Efficiency,0.6206896551724138
2026-01-01 00:00:00.000,Engagement & Motivation,0.5675675675675675
2026-01-01 00:00:00.000,Fleet,0.7222222222222222
2026-01-01 00:00:00.000,Hands-on Support,0.5980392156862745
2026-01-01 00:00:00.000,New Driver,0.4545454545454546
2026-01-01 00:00:00.000,Pick-ups,0.6360153256704981
2026-01-01 00:00:00.000,SDS,0.5612244897959183
2026-01-01 00:00:00.000,Safety,0.6234567901234568
2025-12-01 00:00:00.000,Amazon Communications,0.6475644699140402
2025-12-01 00:00:00.000,Amazon Delivery App,0.5777777777777777
2025-12-01 00:00:00.000,Communication,0.6463022508038585
2025-12-01 00:00:00.000,Delivery Execution,0.6258992805755396
2025-12-01 00:00:00.000,Delivery Station,0.6657458563535912
2025-12-01 00:00:00.000,Effort & Efficiency,0.6284153005464481
2025-12-01 00:00:00.000,Engagement & Motivation,0.6473214285714286
2025-12-01 00:00:00.000,Fleet,0.5913978494623656
2025-12-01 00:00:00.000,Hands-on Support,0.6318840579710145
2025-12-01 00:00:00.000,Navigation & Route Design,0.6111111111111112
2025-12-01 00:00:00.000,New Driver,0.4382022471910113
2025-12-01 00:00:00.000,SDS,0.6573208722741433
2025-12-01 00:00:00.000,Safety,0.6262626262626263
2025-11-01 00:00:00.000,Amazon Communications,0.6759493670886076
2025-11-01 00:00:00.000,Amazon Delivery App,0.6666666666666666
2025-11-01 00:00:00.000,Communication,0.6976047904191617
2025-11-01 00:00:00.000,Delivery Execution,0.6991150442477876
2025-11-01 00:00:00.000,Delivery Station,0.6894977168949772
2025-11-01 00:00:00.000,Effort & Efficiency,0.7008928571428571
2025-11-01 00:00:00.000,Engagement & Motivation,0.6555183946488294
2025-11-01 00:00:00.000,Fleet,0.7011494252873564
2025-11-01 00:00:00.000,Hands-on Support,0.6887608069164265
2025-11-01 00:00:00.000,Navigation & Route Design,0.6402439024390244
2025-11-01 00:00:00.000,New Driver,0.5757575757575758
2025-11-01 00:00:00.000,SDS,0.6685552407932012
2025-11-01 00:00:00.000,Safety,0.6498599439775911
2025-10-01 00:00:00.000,Amazon Communications,0.6787330316742082
2025-10-01 00:00:00.000,Amazon Delivery App,0.6666666666666666
2025-10-01 00:00:00.000,Communication,0.6825396825396826
2025-10-01 00:00:00.000,Delivery Execution,0.6142857142857143
2025-10-01 00:00:00.000,Delivery Station,0.7142857142857143
2025-10-01 00:00:00.000,Effort & Efficiency,0.6694560669456067
2025-10-01 00:00:00.000,Engagement & Motivation,0.672972972972973
2025-10-01 00:00:00.000,Fleet,0.6542056074766355
2025-10-01 00:00:00.000,Hands-on Support,0.6666666666666666
2025-10-01 00:00:00.000,Navigation & Route Design,0.7047619047619048
2025-10-01 00:00:00.000,New Driver,0.527027027027027
2025-10-01 00:00:00.000,SDS,0.7219512195121951
2025-10-01 00:00:00.000,Safety,0.6957605985037406
2025-09-01 00:00:00.000,Amazon Communications,0.7012987012987013
2025-09-01 00:00:00.000,Amazon Delivery App,0.6060606060606061
2025-09-01 00:00:00.000,Communication,0.6623376623376623
2025-09-01 00:00:00.000,Delivery Execution,0.7209302325581395
2025-09-01 00:00:00.000,Delivery Station,0.6869158878504673
2025-09-01 00:00:00.000,Effort & Efficiency,0.6875
2025-09-01 00:00:00.000,Engagement & Motivation,0.6375
2025-09-01 00:00:00.000,Fleet,0.6833333333333333
2025-09-01 00:00:00.000,Hands-on Support,0.6694214876033058
2025-09-01 00:00:00.000,Navigation & Route Design,0.7093023255813954
2025-09-01 00:00:00.000,New Driver,0.4
2025-09-01 00:00:00.000,SDS,0.6945812807881774
2025-09-01 00:00:00.000,Safety,0.6780185758513931
2025-08-01 00:00:00.000,Amazon Communications,0.7171314741035857
2025-08-01 00:00:00.000,Amazon Delivery App,0.6666666666666666
2025-08-01 00:00:00.000,Communication,0.7085427135678392
2025-08-01 00:00:00.000,Delivery Execution,0.6883116883116883
2025-08-01 00:00:00.000,Delivery Station,0.7035398230088495
2025-08-01 00:00:00.000,Effort & Efficiency,0.7055555555555556
2025-08-01 00:00:00.000,Engagement & Motivation,0.6711864406779661
2025-08-01 00:00:00.000,Fleet,0.7007874015748031
2025-08-01 00:00:00.000,Hands-on Support,0.6895161290322581
2025-08-01 00:00:00.000,Navigation & Route Design,0.704225352112676
2025-08-01 00:00:00.000,New Driver,0.484375
2025-08-01 00:00:00.000,SDS,0.6853932584269663
2025-08-01 00:00:00.000,Safety,0.7257617728531855
2025-07-01 00:00:00.000,Amazon Communications,0.7280334728033473
2025-07-01 00:00:00.000,Amazon Delivery App,0.6666666666666666
2025-07-01 00:00:00.000,Delivery Execution,0.7202797202797203
2025-07-01 00:00:00.000,Delivery Station,0.6563307493540051
2025-07-01 00:00:00.000,Effort & Efficiency,0.6772908366533864
2025-07-01 00:00:00.000,Engagement & Motivation,0.665083135391924
2025-07-01 00:00:00.000,Fleet,0.7481481481481481
2025-07-01 00:00:00.000,Hands-on Support,0.7481481481481481
2025-07-01 00:00:00.000,Navigation & Route Design,0.6909090909090909
2025-07-01 00:00:00.000,New Driver,0.5862068965517241
2025-07-01 00:00:00.000,SDS,0.7165991902834008
2025-07-01 00:00:00.000,Safety,0.6655231560891939

# visual d96f4048-ad76-41a7-b2e5-909fd36f71f7
group_0,group_1,5f54acb7-c4ea-4bf3-88d8-a35beb209cc8,7af83599-4f54-408d-aba3-fd6a89eb3e22,d95a155c-cb5c-4d7a-bc4c-06d5b98fd2a1
CA,Alberta,6124,0.07478772044415415,458
CA,Ontario,16919,0.04196465512146108,710
CA,British Columbia,2263,0.026071586389748123,59

# visual bc07b271-b523-480d-ad7c-8769f1a7a875
045561bd-e73a-42cb-ac66-b58e1ef36ec2
0.7023668639053254

# visual 75f7e00f-92b2-4807-893d-e567b2474837
group_0,group_1,045561bd-e73a-42cb-ac66-b58e1ef36ec2
CA,Alberta,0.7614074350366778
CA,Ontario,0.6951109285127363
CA,British Columbia,0.4216508291410471

# visual 3be6ebfe-c6df-47ef-9e3a-529c4d7aa726
group_0,a8f0be8a-cf99-4b30-b672-fe30a1be8709,fc2d11a9-f396-4373-abbd-6f410277fb8c
181+ days,0,0.5585509688289806
46-180 days,0,0.2451558550968829
1-15 days,0,0.14069081718618365
16-45 days,0,0.05560235888795282

# visual f8463232-2b4a-4cdd-9b44-9fe6ab86e511
group_0,group_1,5f54acb7-c4ea-4bf3-88d8-a35beb209cc8,7af83599-4f54-408d-aba3-fd6a89eb3e22,d95a155c-cb5c-4d7a-bc4c-06d5b98fd2a1
2026-07-01 00:00:00.000,"At loadout, the carts holding my packages are organized and easily accessible.",116,0.07758620689655173,9
2026-07-01 00:00:00.000,How satisfied are you with the load out process at the Delivery Station?,141,0.06382978723404255,9
2026-07-01 00:00:00.000,How satisfied are you with the overall training experience?,21,0,0
2026-07-01 00:00:00.000,How satisfied are you with the parking facilities?,105,0.009523809523809525,1
2026-07-01 00:00:00.000,I am comfortable reporting safety concerns through the Delivery Vehicle Inspection Checklist (DVIC).,117,0.017094017094017096,2
2026-07-01 00:00:00.000,I completed a ride along with an experienced driver after my in-class/online training.,21,0,0
2026-07-01 00:00:00.000,I feel safe delivering packages at the customer location.,143,0.013986013986013986,2
2026-07-01 00:00:00.000,I feel safe while on the road.,112,0.026785714285714284,3
2026-07-01 00:00:00.000,I feel valued as a member of my DSP team.,54,0.018518518518518517,1
2026-07-01 00:00:00.000,I have what I need to make deliveries safely.,98,0.030612244897959183,3
2026-07-01 00:00:00.000,My DSP leadership provides useful information to help drivers succeed.,36,0,0
2026-07-01 00:00:00.000,My DSP provides practical solutions when I face challenges in my work.,38,0.02631578947368421,1
2026-07-01 00:00:00.000,My DSP regularly recognizes the hard work their drivers do to meet customer expectations.,46,0,0
2026-07-01 00:00:00.000,"My safety vest/jacket is in good condition (free from rips, tears, or worn reflective material).",99,0.020202020202020204,2
2026-07-01 00:00:00.000,Nursery Routes helped me gain confidence as a DSP Delivery Associate.,19,0,0
2026-07-01 00:00:00.000,The delivery experience meets my expectations.,21,0.047619047619047616,1
2026-06-01 00:00:00.000,"At loadout, the carts holding my packages are organized and easily accessible.",111,0.0990990990990991,11
2026-06-01 00:00:00.000,Communicating with a Driver Support associate is easy.,79,0.012658227848101266,1
2026-06-01 00:00:00.000,How satisfied are you with Driver Support?,87,0.05747126436781609,5
2026-06-01 00:00:00.000,How satisfied are you with the Delivery Station experience?,127,0.05511811023622047,7
2026-06-01 00:00:00.000,How satisfied are you with the Delivery app?,143,0.09090909090909093,13
2026-06-01 00:00:00.000,How satisfied are you with the load out process at the Delivery Station?,112,0.07142857142857142,8
2026-06-01 00:00:00.000,How satisfied are you with the overall training experience?,6,0,0
2026-06-01 00:00:00.000,How satisfied are you with the parking facilities?,105,0.047619047619047616,5
2026-06-01 00:00:00.000,How satisfied are you with the toilet facilities at the Delivery Station?,104,0,0
2026-06-01 00:00:00.000,How satisfied are you with the turn-by-turn navigation experience in the Delivery app?,152,0.06578947368421052,10
2026-06-01 00:00:00.000,How satisfied are you with the vehicles you use to deliver packages?,139,0.04316546762589928,6
2026-06-01 00:00:00.000,I am comfortable reporting safety concerns through the Delivery Vehicle Inspection Checklist (DVIC).,120,0.008333333333333333,1
2026-06-01 00:00:00.000,I can easily reach out to my DSP when needed.,34,0.029411764705882353,1
2026-06-01 00:00:00.000,I completed a ride along with an experienced driver after my in-class/online training.,5,0,0
2026-06-01 00:00:00.000,I feel prepared for any potential dog encounters on my route.,104,0.028846153846153848,3
2026-06-01 00:00:00.000,I feel safe delivering packages at the customer location.,99,0.010101010101010102,1
2026-06-01 00:00:00.000,I feel safe while on the road.,80,0.025,2
2026-06-01 00:00:00.000,I feel the work required to do my job is manageable.,104,0.09615384615384616,10
2026-06-01 00:00:00.000,I feel valued as a member of my DSP team.,37,0.02702702702702703,1
2026-06-01 00:00:00.000,I have access to free drinking water at the Delivery Station.,117,0.017094017094017096,2
2026-06-01 00:00:00.000,I have what I need to make deliveries safely.,94,0.010638297872340424,1
2026-06-01 00:00:00.000,My DSP communicates clear expectations for my role.,35,0,0
2026-06-01 00:00:00.000,My DSP leadership provides useful information to help drivers succeed.,39,0,0
2026-06-01 00:00:00.000,My DSP provides practical solutions when I face challenges in my work.,40,0,0
2026-06-01 00:00:00.000,My DSP regularly recognizes the hard work their drivers do to meet customer expectations.,39,0,0
2026-05-01 00:00:00.000,"At loadout, the carts holding my packages are organized and easily accessible.",17,0.1176470588235294,2
2026-05-01 00:00:00.000,Communicating with a Driver Support associate is easy.,51,0.0196078431372549,1
2026-05-01 00:00:00.000,How satisfied are you with Driver Support?,18,0.1111111111111111,2
2026-05-01 00:00:00.000,How satisfied are you with the Delivery Station experience?,74,0.05405405405405406,4
2026-05-01 00:00:00.000,How satisfied are you with the Delivery app?,97,0.08247422680412371,8
2026-05-01 00:00:00.000,How satisfied are you with the load out process at the Delivery Station?,25,0.12,3
2026-05-01 00:00:00.000,How satisfied are you with the overall training experience?,9,0,0
2026-05-01 00:00:00.000,How satisfied are you with the parking facilities?,46,0.021739130434782608,1
2026-05-01 00:00:00.000,How satisfied are you with the toilet facilities at the Delivery Station?,88,0.022727272727272728,2
2026-05-01 00:00:00.000,How satisfied are you with the turn-by-turn navigation experience in the Delivery app?,97,0.08247422680412371,8
2026-05-01 00:00:00.000,How satisfied are you with the vehicles you use to deliver packages?,88,0.06818181818181818,6
2026-05-01 00:00:00.000,I am comfortable reporting safety concerns through the Delivery Vehicle Inspection Checklist (DVIC).,91,0.04395604395604396,4
2026-05-01 00:00:00.000,I can easily reach out to my DSP when needed.,38,0.02631578947368421,1
2026-05-01 00:00:00.000,I completed a ride along with an experienced driver after my in-class/online training.,6,0,0
2026-05-01 00:00:00.000,I feel prepared for any potential dog encounters on my route.,67,0.014925373134328358,1
2026-05-01 00:00:00.000,I feel safe delivering packages at the customer location.,91,0.03296703296703297,3
2026-05-01 00:00:00.000,I feel safe while on the road.,95,0.042105263157894736,4
2026-05-01 00:00:00.000,I feel the work required to do my job is manageable.,102,0.08823529411764706,9
2026-05-01 00:00:00.000,I feel valued as a member of my DSP team.,41,0.07317073170731707,3
2026-05-01 00:00:00.000,I have access to free drinking water at the Delivery Station.,104,0.019230769230769232,2
2026-05-01 00:00:00.000,I have what I need to make deliveries safely.,91,0.04395604395604396,4
2026-05-01 00:00:00.000,My DSP communicates clear expectations for my role.,35,0,0
2026-05-01 00:00:00.000,My DSP leadership provides useful information to help drivers succeed.,33,0.06060606060606061,2
2026-05-01 00:00:00.000,My DSP provides practical solutions when I face challenges in my work.,38,0.05263157894736842,2
